Date,Open,High,Low,Close,Adj Close,Volume
,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,,ADANIENT.NS
2015-07-31,46.43873992699406,46.83452485218815,45.594399738411184,45.99018096923828,,6479144
2015-08-03,46.33319301987415,46.33319301987415,44.38065736425337,44.75005340576172,,4156120
2015-08-04,45.066683166695796,50.554897830301776,44.59173906204421,49.84248352050781,,19284731
2015-08-05,50.71321209432813,54.380816894378135,50.13272732322883,52.1908073425293,,33057721
2015-08-06,51.452012516693884,51.663097571209434,49.3939323115755,50.21188735961914,,10882998
2015-08-07,49.78970867650573,49.78970867650573,47.33584395494482,47.652469635009766,,10726140
2015-08-10,48.28574196730167,50.47574826145913,47.65248304029454,48.153812408447266,,11261468
2015-08-11,48.89260415289467,50.607669669953175,47.70524939753096,48.78705978393555,,17005676
2015-08-12,49.077302418276176,49.26199859275527,46.17487854667389,46.57066345214844,,8282185
2015-08-13,47.30946656525508,48.153806776692704,44.75005706676358,45.3833122253418,,11534758
2015-08-14,45.805472549561685,47.59969696290373,45.17221752621148,46.781742095947266,,8585856
2015-08-17,47.12476210079871,47.8107875323055,46.43873666929193,46.72897720336914,,8447000
2015-08-18,46.99283852056636,47.70525290389422,45.383313559799035,45.59440231323242,,8124520
2015-08-19,45.59440426009383,46.17488542653671,44.98753053320221,45.277774810791016,,6206812
2015-08-20,45.69993673097711,46.86090624387754,43.37800139954295,43.90571212768555,,12799958
2015-08-21,43.5890925549892,43.90571829749495,42.53366725602467,43.325233459472656,,6279851
2015-08-24,42.21703211324715,42.2961876145834,36.9662878044075,37.652313232421875,,10248837
2015-08-25,40.106181833530584,40.15895216779806,35.51507778182504,38.28557205200195,,13239669
2015-08-26,38.39111188295429,38.99798179689036,36.78158716797747,37.99532699584961,,7753423
2015-08-27,38.523042760373784,43.140528345952646,38.523042760373784,42.111488342285156,,19986363
2015-08-28,42.850289013749396,43.66824400617864,39.76316891597129,40.68666458129883,,10542721
2015-08-31,40.844981918577034,41.26715202612422,39.525701256083835,39.65762710571289,,6080032
2015-09-01,39.05075213000654,39.36738151743695,37.124601721965966,37.99532699584961,,6376473
2015-09-02,38.628584558878416,38.94521396665757,37.23014478085976,37.599544525146484,,5904936
2015-09-03,37.995333890852905,39.78955879170054,37.995333890852905,38.523048400878906,,6226743
2015-09-04,38.39111944895542,38.39111944895542,35.88448379953699,36.62328338623047,,6305827
2015-09-07,36.80797096296312,37.256526166469506,35.35676099577782,35.51507568359375,,6581132
2015-09-08,35.88448074543238,36.412191524414,34.7498962901979,36.09556579589844,,5289929
2015-09-09,36.807976035765414,38.391115743376915,36.41219110886254,37.17737579345703,,6264546
2015-09-10,36.80797028957231,37.098214494319336,35.51507503385607,36.67604446411133,,5148802
2015-09-11,37.0718386948512,37.81063458717731,36.33303910815773,36.62328338623047,,5485829
2015-09-14,37.41484461158185,41.900404485830414,36.93990419480579,40.68666458129883,,16092993
2015-09-15,39.736786893798374,40.66028263224117,38.3119618362967,38.76051712036133,,7953935
2015-09-16,39.3673869550416,40.87136751715613,38.15364695952211,39.39377212524414,,10028024
2015-09-18,39.76316878494706,41.74209333893796,39.76316878494706,41.135223388671875,,16642761
2015-09-21,40.52835555871908,43.77378682494108,40.15895579673272,42.82390594482422,,10205902
2015-09-22,43.114150648064424,44.32789072876147,40.924144423892834,41.37269973754883,,7453139
2015-09-23,40.13257543054834,42.74475185787941,40.10619025787237,42.217041015625,,7308058
2015-09-24,42.21704004008069,42.87668042483959,41.425470100623045,42.3753547668457,,6136409
2015-09-28,42.74474427675689,43.694628796459696,42.03233365775492,42.4017333984375,,5042820
2015-09-29,41.45184302544631,43.27245260941331,40.52834749851068,41.715702056884766,,7114293
2015-09-30,42.21703691296768,42.95583645356821,41.504622542479005,42.665592193603516,,4967654
2015-10-01,43.1141484518172,43.64186294912123,41.926793603658545,42.50727844238281,,5458967
2015-10-05,42.90305915069807,43.8001733379963,42.77113331018867,43.404388427734375,,5424113
2015-10-06,43.8001772678351,45.67355762045376,43.61547738018344,44.407047271728516,,8280258
2015-10-07,44.618124855754594,45.59439447141394,44.43342499904247,44.77643585205078,,5196692
2015-10-08,45.01391727562192,45.066687616560344,43.37800715159336,44.407047271728516,,3677139
2015-10-09,44.855605744796414,45.51524613648637,43.483550922362035,44.30150604248047,,4981978
2015-10-12,44.56535944226732,46.33319915853757,44.19595965745058,45.43608856201172,,5669432
2015-10-13,45.38331030462969,45.5943990429225,44.43342945414676,44.88198471069336,,3209653
2015-10-14,44.82921260308741,46.122107984283616,44.35426850223361,44.75005340576172,,3471935
2015-10-15,45.09306958389402,52.032494532846556,45.09306958389402,51.05622482299805,,46389867
2015-10-16,51.71586218675924,53.826716192629036,50.02718193755677,50.71321105957031,,29536061
2015-10-19,50.39657907450704,50.6340492605457,49.07729862124047,49.47308349609375,,6970459
2015-10-20,49.6050170856833,51.821411992751266,49.52586157607509,50.66044235229492,,8720857
2015-10-21,50.66044099754221,51.08261109289727,48.18019076373953,49.44670104980469,,5527554
2015-10-23,49.86887114091011,50.89790743944655,49.446697382499345,49.63139724731445,,5240377
2015-10-26,49.71056447241167,50.02719022440182,48.07465059205445,48.36489486694336,,3787304
2015-10-27,48.12742408678447,48.8398347915063,47.889953851877195,48.44404983520508,,5276126
2015-10-28,48.232960704137525,49.07730458224866,47.494164890544866,48.07464599609375,,6442492
2015-10-29,48.18019158061083,48.76067639515761,47.731636308486934,48.101036071777344,,5365170
2015-10-30,48.18019251187959,49.8161026143285,48.021877796785496,48.760677337646484,,8062369
2015-11-02,48.813446909345934,48.9453764522417,46.227655945778736,46.64982604980469,,9626089
2015-11-03,47.071996153830646,47.52055142756233,46.01657089376575,46.64982604980469,,6570152
2015-11-04,46.96644941944686,47.283078828731625,44.77643980593345,44.96113967895508,,5166112
2015-11-05,44.881979429221616,44.961134925991615,42.74474037840003,43.03498458862305,,4818884
2015-11-06,43.21968228087214,43.48353761794428,41.16160252410359,41.715702056884766,,6193549
2015-11-09,39.947867526424275,42.37534725883175,39.631238128994276,41.926788330078125,,7812735
2015-11-10,41.847631586359675,42.03233144698633,40.106181035260676,40.26449203491211,,4699200
