Date,Open,High,Low,Close,Adj Close,Volume
,CANBK.NS,CANBK.NS,CANBK.NS,CANBK.NS,,CANBK.NS
2015-07-31,45.096054273669054,48.28449187030081,44.807737046601794,46.91075134277344,,23362739
2015-08-03,46.80898752774203,49.81934668666513,46.63939015654007,49.43775177001953,,22720286
2015-08-04,49.85326989992127,52.74491277875975,49.28511949522435,52.42267608642578,,43878239
2015-08-05,52.812746204751136,53.253702682560736,50.99804939807292,51.48988342285156,,41793137
2015-08-06,50.70973967533032,53.34698475452442,50.099185781541,52.8297119140625,,29877450
2015-08-07,52.9145096521449,53.42330512476634,52.075000115507954,52.34635925292969,,13003549
2015-08-10,52.07499701293709,53.330020892841816,51.99868068977914,52.46507263183594,,11445880
2015-08-11,52.49051535406651,54.10169207176365,51.422046908015886,52.7194709777832,,16524583
2015-08-12,52.06652065245748,52.22763732772548,49.35295599319393,49.68367004394531,,17118437
2015-08-13,50.35358076069058,51.51532690740946,48.335367060334804,48.92047882080078,,13654793
2015-08-14,49.40383436239334,51.99868256474037,48.8441613511328,51.837562561035156,,18569789
2015-08-17,52.49051752278141,59.2744293995326,52.49051752278141,58.799556732177734,,61164578
2015-08-18,58.46035284901857,61.131520635919095,57.40884580423831,59.51185989379883,,48540562
2015-08-19,59.13874815679104,59.34226500274237,57.0696502456583,58.010921478271484,,18611906
2015-08-20,57.39189195614546,59.528822228283474,54.9496830801893,55.348236083984375,,24231217
2015-08-21,53.27066327342292,56.27254511090769,52.66011272635725,55.57719421386719,,21155923
2015-08-24,52.55835239775153,53.567455906152524,45.96099648926278,48.148807525634766,,25684004
2015-08-25,49.352958399134444,49.74303071887971,45.129971903552494,48.79328536987305,,27159394
2015-08-26,48.649125310954446,49.25119849963398,46.68178906659983,47.249942779541016,,18742585
2015-08-27,48.67456117710713,49.22575345635271,46.99554556552826,48.928958892822266,,26615496
2015-08-28,49.734550213782065,50.845415501759526,47.309299464370085,47.57217788696289,,26894413
2015-08-31,47.487376814344856,49.18335717081514,47.02946557689316,48.53040313720703,,17855415
2015-09-01,48.030093898393304,48.14881040022711,45.20629006895776,45.47764587402344,,23859786
2015-09-02,45.96100101476074,46.215398754753096,43.84102871686436,44.205665588378906,,22070430
2015-09-03,44.74837499417308,45.92707925382128,44.16326321447723,45.138450622558594,,15300916
2015-09-04,44.84165345293708,44.84165345293708,42.501206295883385,43.52727127075195,,17354800
2015-09-07,43.68838701966305,44.34981839652541,42.662318818975436,42.840396881103516,,11013275
2015-09-08,43.23048076890432,44.92645804552478,42.78952421591677,44.21414566040039,,17343255
2015-09-09,45.19780925363315,45.58788488530519,44.18870236178854,44.96037292480469,,15740163
2015-09-10,44.09542441377092,44.09542441377092,43.04391735133826,43.66294860839844,,18593015
2015-09-11,44.20566132978495,44.9010122031138,43.55270730423301,43.9936637878418,,13741021
2015-09-14,44.34982223544747,45.48612632583354,43.82406870312306,45.308048248291016,,13579427
2015-09-15,45.43524976962455,45.60485048875384,44.23110661385647,44.2650260925293,,13217222
2015-09-16,45.079093792768404,46.00340035420124,44.629659899955115,45.4267692565918,,17289962
2015-09-18,46.11363917234675,47.82657770409137,45.960999867010095,46.98706817626953,,20106054
2015-09-21,46.46979149381742,48.41168549731532,46.16451290837369,48.19968795776367,,15536067
2015-09-22,48.67455952602128,49.18335494019274,46.130592432457576,46.520668029785156,,17724022
2015-09-23,45.537004266106536,47.92833562007307,45.36740688741473,47.249942779541016,,16891887
2015-09-24,47.190584344512935,47.87745455697884,46.681788884655724,47.207542419433594,,15023480
2015-09-28,47.487376842490015,48.42016736940741,47.01250420482511,47.190582275390625,,11295050
2015-09-29,46.58851253967495,48.496487256304796,45.83380335361725,47.75873947143555,,27431813
2015-09-30,48.21665057739296,48.53888726698368,46.98706872298604,47.453460693359375,,10400678
2015-10-01,48.04705072438978,48.04705072438978,46.99554700709315,47.35169982910156,,7859232
2015-10-05,48.05553179375585,49.34447516998142,47.71633704363459,49.16639709472656,,13418177
2015-10-06,49.57343282341725,50.8623762523864,48.92896277181514,50.31118392944336,,20279096
2015-10-07,50.285744633441944,51.53228787257581,50.20094428043636,50.836936950683594,,14220014
2015-10-08,50.70973768757717,51.78668350272911,50.21790364195427,50.557098388671875,,13049593
2015-10-09,51.13373379246593,51.52380609600295,50.29422428345704,50.633419036865234,,9358052
2015-10-12,49.95502596667163,51.28636952467224,49.59039243993341,50.20094299316406,,10094491
2015-10-13,50.285743961132525,50.77757802015348,49.802390602451716,50.45534133911133,,7429496
