Date,Open,High,Low,Close,Adj Close,Volume
,BALKRISIND.NS,BALKRISIND.NS,BALKRISIND.NS,BALKRISIND.NS,,BALKRISIND.NS
2015-07-31,314.1129899297942,316.4854906628513,311.579263294211,313.2146911621094,,171288
2015-08-03,315.4029689717279,318.3282608453632,312.8461854824893,315.702392578125,,69114
2015-08-04,318.35135029791246,325.16937530552707,317.8906725525664,320.1940612792969,,184966
2015-08-05,323.39568757052336,330.3058518348508,319.2495890119269,322.19793701171875,,203478
2015-08-06,320.65468548009403,327.0811445780569,315.10352519914215,317.17657470703125,,58342
2015-08-07,316.946349448175,324.4784207788867,316.946349448175,319.43402099609375,,74950
2015-08-10,322.93504882371093,323.7642630117344,315.1956695396023,318.37432861328125,,166456
2015-08-11,318.32831366038965,325.2384796588062,312.43164429858166,317.0384216308594,,165948
2015-08-12,313.81367620006546,317.89066287525037,309.5754354483954,311.94793701171875,,106224
2015-08-13,312.3855570503461,313.72153371258344,300.3618795603589,305.1298828125,,133266
2015-08-14,311.11868450998446,315.103558003683,303.5405585695683,307.7096862792969,,228342
2015-08-17,308.21636486080683,309.85176483511736,301.0528332882424,302.8494873046875,,263922
2015-08-18,304.0242567922231,308.17035613386787,303.44840966143914,304.2315673828125,,152344
2015-08-19,307.9170087147875,314.02098869151996,302.2045935650191,305.5675354003906,,176122
2015-08-20,307.3181484753579,307.96310864099434,299.1180892764134,301.4214782714844,,225822
2015-08-21,298.95682844941155,304.0473119116983,298.5191789678492,300.3849182128906,,173560
2015-08-24,294.8337292776117,299.46353455916716,288.7758062493466,293.4056396484375,,163898
2015-08-25,292.553415672522,296.3309790546749,290.13485735143837,294.3039855957031,,288846
2015-08-26,294.30404250904803,294.30404250904803,286.0809538741757,290.34222412109375,,203548
2015-08-27,292.2999474661691,295.29435197133864,288.38418772863963,290.2268981933594,,48506
2015-08-28,290.2270116492693,298.51921198210556,287.96967920053623,290.31915283203125,,840782
2015-08-31,292.5533891646911,299.3023292104576,289.30561676559125,295.6629638671875,,35196
2015-09-01,297.04496640129275,299.44049599274155,292.5303307006014,294.90283203125,,30538
2015-09-02,294.9028577616988,300.22367987738465,294.8337448557334,297.1141052246094,,66258
2015-09-03,299.2562425538672,307.7327240440105,299.2332142908444,305.2911376953125,,41150
2015-09-04,304.23154297943984,304.96861600070616,290.3881565717859,302.6191711425781,,49684
2015-09-07,299.44049398147524,304.8995132785853,299.44049398147524,301.882080078125,,76728
2015-09-08,299.90119266897284,303.4944732249095,297.1371263770929,302.2967224121094,,30348
2015-09-09,306.81135442742755,313.21478583441376,303.83997757860965,311.1647644042969,,21286
2015-09-10,311.4181400280513,319.6181978549867,304.41583303113214,314.3204040527344,,47850
2015-09-11,315.10347239545536,323.3726407813857,313.26076203056965,317.4068603515625,,70314
2015-09-14,322.3361782754336,324.7317078346129,315.56421075685273,318.6507568359375,,26900
2015-09-15,317.86762578797527,320.14798611822243,312.80017088410904,314.04400634765625,,22440
2015-09-16,311.4410899765957,316.94619299292947,309.80569009846664,314.3433532714844,,12964
2015-09-18,315.5641673667859,316.71586140827054,309.57535835106586,314.89617919921875,,96350
2015-09-21,312.6389706334092,316.2092232455724,307.7097130163342,313.7676086425781,,21760
2015-09-22,317.61416604613646,320.1709210149081,304.9685607365024,308.1472473144531,,176338
2015-09-23,307.75576439925607,307.75576439925607,300.3618921560392,301.9051513671875,,57258
2015-09-24,305.54441713843585,308.6079344148039,301.7438269516404,305.4062194824219,,13404
2015-09-28,308.19336955608924,311.4872262325888,306.99561882874445,308.7001037597656,,167092
2015-09-29,307.2029813826709,315.10361694339997,300.17764489380124,309.2760314941406,,12456
2015-09-30,307.617567718829,313.72154790943097,306.3507039056852,308.72320556640625,,36282
2015-10-01,311.1878093226894,311.92488245008786,306.4428342859101,306.8113708496094,,6892
2015-10-05,310.4736793567557,310.4736793567557,285.3437214782975,305.0376892089844,,32428
2015-10-06,307.0416098653759,308.9073484578564,303.2410197957745,308.1472473144531,,44472
2015-10-07,304.9916647999751,306.6961779086674,301.5135537983069,304.11639404296875,,80444
2015-10-08,301.78991064782264,306.5809693497373,301.78991064782264,306.2124328613281,,12142
2015-10-09,312.33944206901265,312.33944206901265,302.20453391928066,305.2449951171875,,250068
2015-10-12,312.1092033371788,312.1092033371788,300.5922585645892,304.8765563964844,,45034
2015-10-13,308.608016630987,308.67710141863427,303.12594050254336,305.65966796875,,55710
2015-10-14,304.1855288636904,309.29906903090966,303.4945122019748,304.20855712890625,,46856
2015-10-15,305.7288335413586,310.70414816312854,303.79398115579767,304.5080261230469,,83570
2015-10-16,304.5079011174559,305.2680304232331,301.74383544921875,301.74383544921875,,22426
2015-10-19,301.7438711826948,307.7326808397559,301.7438711826948,307.2720031738281,,52448
2015-10-20,305.01465894305863,307.5944706377199,304.9686024253547,307.24896240234375,,51132
2015-10-21,307.24905643659724,307.50242359657693,304.2776790794593,306.2816162109375,,32364
2015-10-23,307.91699926411,307.9400275266004,305.3832718043643,305.9821472167969,,15970
2015-10-26,306.00513014838464,310.9574149042674,303.816911302762,306.4427795410156,,30424
2015-10-27,305.49847157934187,307.75577576081,301.3293153056111,306.7422790527344,,33064
2015-10-28,304.0703497582885,307.94005418795257,303.37933311852987,307.11083984375,,8828
2015-10-29,304.07032668887933,306.21248935662373,301.07592147710676,301.9281921386719,,273810
2015-10-30,300.61525628861,304.04731110565876,298.97985592056443,300.7073974609375,,16122
2015-11-02,300.292741161046,303.1950331038286,297.8511550260768,302.9186096191406,,25944
2015-11-03,306.35065722917324,309.11472330943644,300.131508548581,307.34112548828125,,900674
2015-11-04,309.7135919016293,315.05746974387574,304.62310927189674,311.2799072265625,,392086
2015-11-05,307.77871817301275,312.7770874072606,306.2354593353718,309.94390869140625,,1051340
2015-11-06,309.2299745479655,309.5294263662391,305.8670322173582,307.5945739746094,,9730
2015-11-09,304.6000732726972,305.88996509235113,300.8455391107704,303.747802734375,,421966
2015-11-10,306.0972451148879,308.6540002396356,292.99096142150484,297.09100341796875,,48392
2015-11-13,300.7073963505561,300.7073963505561,292.5764229502092,294.3730773925781,,18036
2015-11-16,294.327003738897,294.327003738897,288.10785457840177,288.8218994140625,,16184
2015-11-17,291.1482961636008,304.04727131008946,289.30558542838816,296.3078918457031,,51434
2015-11-18,294.465238053772,298.05851905879354,292.57644231440565,294.9489440917969,,46802
2015-11-19,296.69948071105364,305.8669786098155,296.2388029898603,303.1719970703125,,39688
2015-11-20,306.2585292421485,306.35067040562717,300.70736858236563,303.7939147949219,,7668
2015-11-23,306.304640948051,306.304640948051,297.43659444219304,300.4309997558594,,24852
2015-11-24,300.36192291306645,302.5501424434914,297.5748278715071,299.9012451171875,,11920
2015-11-26,300.26977554929437,303.4714917882535,297.8512171707162,299.5096740722656,,13760
2015-11-27,297.4595932853216,305.1298600365587,297.4365650240786,302.1124267578125,,24426
2015-11-30,299.9011956898999,307.17989804166206,299.8320827848922,305.9821472167969,,30088
2015-12-01,297.59785591725887,306.30467749993505,297.59785591725887,301.14508056640625,,72248
2015-12-02,303.1719417493935,305.03770867380234,298.1044877409442,299.5556335449219,,117762
2015-12-03,299.09504667341685,303.90913506586935,297.6899850772808,298.6343688964844,,18084
2015-12-04,299.90115298987376,303.0107271568195,296.2157317549752,301.46746826171875,,17428
2015-12-07,297.5977668441172,304.0472540512652,297.5977668441172,299.73992919921875,,11354
2015-12-08,302.7113973043309,303.05690568420226,297.13720668942284,298.38104248046875,,21262
2015-12-09,301.8590233041778,301.8590233041778,297.1370774989618,299.3944091796875,,36136
2015-12-10,297.1600267880727,301.23703968500763,295.3634013418596,298.17352294921875,,27044
2015-12-11,298.17362092826,301.3983646076695,287.92354280442254,290.987060546875,,20290
2015-12-14,290.2268654104228,296.7915206994681,288.43021166325224,293.0369873046875,,40726
2015-12-15,296.0315367479215,301.2832748034382,291.2174763341623,298.542236328125,,34418
2015-12-16,299.44048754776526,300.08544753718934,295.80112268286354,299.0028381347656,,40870
2015-12-17,301.9512267346109,302.2045938651061,297.85118365009674,299.83209228515625,,51266
2015-12-18,299.4173656677364,300.8224265080131,295.4094655409853,299.9701843261719,,35070
2015-12-21,299.44053925045506,302.6652835193061,298.5652402733229,299.4175109863281,,75012
2015-12-22,299.4404750171538,301.2601573734568,293.63594782537274,298.97979736328125,,35572
2015-12-23,296.56126531153495,300.96073166274664,296.5152087891801,299.1871337890625,,8808
2015-12-24,300.5231159129792,301.69786665757766,298.5422072316076,300.3849182128906,,45036
2015-12-28,300.82258168307436,301.69788068690156,299.44054838284586,301.4905700683594,,18594
2015-12-29,301.46751757463244,302.15853416920976,300.36187977629373,301.12200927734375,,32384
2015-12-30,300.56921615774337,302.5961814718324,300.54618789278976,300.8456115722656,,26320
2015-12-31,300.82261993754815,301.65183439962544,297.85124234069013,298.3119201660156,,22294
2016-01-01,298.9338268392708,300.5692273574679,298.9338268392708,299.5096740722656,,7574
2016-01-04,300.3618899491322,301.7439231850945,299.6708733311511,300.3849182128906,,18588
2016-01-05,299.4405508106116,306.28160445519205,299.4405508106116,300.52313232421875,,25366
2016-01-06,300.9837951660156,304.11642634391956,299.4405359584757,300.9837951660156,,30874
2016-01-07,301.74390038927623,303.6557241349403,298.54218467766907,300.615234375,,33544
