Date,Open,High,Low,Close,Adj Close,Volume
,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,,HCLTECH.NS
2015-07-31,366.4009725760315,385.56420335929676,366.4009725760315,382.5939025878906,,3933792
2015-08-03,365.0403542227142,369.2562646064468,358.08409273251004,359.82794189453125,,7071618
2015-08-04,361.2651017015532,364.1012683064573,356.435978447374,357.5474548339844,,3809446
2015-08-05,359.84705251828694,362.184956637954,356.8959111560485,359.27215576171875,,2358616
2015-08-06,362.6448643634718,364.1012647439259,360.9010156161146,362.5682067871094,,1869728
2015-08-07,364.4947869795995,364.976413283748,360.44912602475193,361.9325256347656,,1818186
2015-08-10,361.8938401681258,366.03582449797125,358.36832782014903,360.81500244140625,,2216746
2015-08-11,362.6453332878633,364.49477352413896,361.0270642622814,362.33709716796875,,1718378
2015-08-12,362.87641334393834,375.1289782879402,362.45259172516097,374.0501403808594,,4219772
2015-08-13,376.74731149754473,381.024166689536,368.3862751296511,372.0273742675781,,3156994
2015-08-14,372.6246623545438,379.0977392650536,370.6018316992373,375.16766357421875,,1578496
2015-08-17,376.2080154897983,377.67215501328525,370.6596700654216,373.1448669433594,,1681246
2015-08-18,375.2639030024165,379.88751487118634,371.8154544469111,373.58782958984375,,3223016
2015-08-19,375.6877717923856,384.414849695769,374.3199578130742,380.7352294921875,,3291464
2015-08-20,382.3920019959287,382.3920019959287,368.5404256237809,370.37060546875,,2518670
2015-08-21,368.73305969249515,376.6317302501714,362.18294264466607,371.7769470214844,,3595260
2015-08-24,363.72414978009846,365.5735899061074,354.11088497394854,357.52081298828125,,4216894
2015-08-25,358.3300051850336,359.7556238875392,342.87944124994897,352.1844482421875,,5470038
2015-08-26,351.4329934525007,360.21787408511307,340.60604596819195,350.6238708496094,,4808772
2015-08-27,349.8918542343705,357.54009375281476,348.85156027195734,351.818359375,,4055770
2015-08-28,356.2493141971826,367.92395393348596,356.21079350189046,366.8836364746094,,3081798
2015-08-31,369.1954668945519,377.5950249920127,369.1954668945519,374.1465759277344,,5442574
2015-09-01,372.58603302771303,376.24639219396255,356.7886934681099,366.8065185546875,,2847484
2015-09-02,366.0359738204276,373.33743294896414,363.7626883657269,365.6121520996094,,4090120
2015-09-03,370.65950137643483,372.48968082709814,366.2285406011448,370.2742004394531,,2251964
